"","msg_id","ts","user","type","text","reply_count","reply_users_count","ts_latest_reply","ts_thread","parent_user_id","channel"
"517",NA,"1620854878.064000","U021RJQBBGS","message","Hello everyone! My name is David McGeachy and I am a polar bear biologist with the Government of Canada. I just started my PhD at the University of Alberta focusing on population dynamics of polar bears in relation to sea ice dynamics. I have previously built multi-state mark/recapture models using program MARK to estimate survival, movement and abundance of polar bears but my favourite parameter to estimate is the probability of detection. Increase the p! Greatly appreciate the workshop being offered and excited to be introduced to mark/recapture analysis in a Bayesian framework. Thanks in advance to everyone involved in offering this workshop!",NA,NA,NA,NA,NA,"introductions"
"518",NA,"1620922836.068800","U021U3RM8P3","message","Hello! My name is Jay VonBank, and I am a research ecologist with U.S. Geological Survey. My research is focused on migratory birds, particularly waterfowl and movement ecology using GPS/ACC/GSM tracking devices. I have built basic multi-state models using JAGS to understand transition probabilities among states, but am excited to dive deeper into parameterization and estimation using Nimble and to further my understanding of mark-recapture analyses. Very much looking forward to the workshop!",NA,NA,NA,NA,NA,"introductions"
"519",NA,"1620928018.073400","U0227J5DB97","message","Hi all! My name is Patricia Calderon and I am a jaguar researcher, focusing mainly in issues related to connectivity, corridors and habitat suitability analysis. I am currently doing my PhD on jaguar population connectivity in Central America, using occupancy and agent based models. My project is a collaboration between the Leibniz Institute for Zoo and Wildlife Research, Potsdam University and the Helmholtz Centre for Environmental Research in Germany. Looking forward to the workshop and learning new tools that I could use for my research!",1,1,"1621205059.134500",NA,NA,"introductions"
"520",NA,"1620998493.087900","U021Y2G74H1","message","Hi everyone ! My name is Justine Le Vaillant and I am working at the Estacion Biologica de Doñana, in Sevilla (Spain). I am currently finishing my PhD on plasticity and evolution of the laying date in the pied flycatcher.
I am used to work with long-term dataset and CMR models and in a previous project, I worked a little bit on dynamic models using E-Surge and JAGS. But I still want to better understand Bayesian statistics and the implication in demographic analysis. I was also supposed to include Integral Projection Model in my PhD, but diverse circumstances made that impossible. Because I still want to complete my knowledge in evolutionary biology with dynamic of population, and I am welcome to learn more about it during this workshop and to speak with people experienced in such field (and working with IPM !!).
I hope this workshop will bring me new tools for future projects ! Looking forward to (virtually) see you all !",NA,NA,NA,NA,NA,"introductions"
"521",NA,"1620999006.092300","U022AJN2J81","message","Hi everyone :slightly_smiling_face: I'm Michael Roast and I'm just about to start a post-doc with the Seabird Ecology Lab at University of Barcelona, Spain. I'll be analysing CMR data and combining it with bycatch data to make demographic models of seabird populations around the Canary Current Large Marine Ecosystem. I think this course will be incredibly helpful! Thanks to all those contributing :pray:",NA,NA,NA,NA,NA,"introductions"
"522",NA,"1621068664.094800","U021BPLHD7X","message","Hi everybody! My name is Marta and I have just started a post-doc at the laboratory Littoral ENvironnement et Societés (University of la Rochelle) where I will analyze how different toxics affect the survival and reproduction of an Arctic species. During my thesis I modelled CMR data using E-Surge to answer ecological and evolutive questions. With this workshop I would like to go a step further for future studies. Thank you to the organizers!",NA,NA,NA,NA,NA,"introductions"
"523",NA,"1621164462.096500","U022DE43V09","message","Hello everyone! My name is Bertille Mohring and I’m a PhD student at Abo Akademi University (Finland) and at the Centre d’Etudes Biologiques de Chizé (France). I’m studying stress-coping strategies in females eiders breeding in the Baltic Sea (through hormone levels and behavioural stress responses).
I don’t have any experience on CMR analyses and am really looking forward to learning about it through this workshop! I’m especially interested in linking stress-coping strategies to survival and reproduction in my study system and I think this workshop will be of great help!
Thanks in advance to the organizers of this workshop :slightly_smiling_face: !",NA,NA,NA,NA,NA,"introductions"
"524",NA,"1621168371.099400","U0227MDF1AQ","message","Hi everyone! My name is Jen Merems and I am a PhD candidate at the University of Wisconsin Madison where I am studying the impacts of gray wolves on reintroduced elk here in Wisconsin, specifically through predation. My goal is to create an integrated population model and am currently working on a capture-recapture of elk to understand my survival component within the IPM. I am looking forward to this workshop to help better my Bayesian skills!",NA,NA,NA,NA,NA,"introductions"
"525",NA,"1621168762.101100","U0208H4AQGG","message","Hi everyone! My name is Dez. I am an assistant professor at the University of the Philippines Los Baños. My research focuses on the ecology of carnivores in the Philippines. I have never used capture-recapture models before, but I'm looking forward to learning more!",NA,NA,NA,NA,NA,"introductions"
"526",NA,"1621182638.102400","U022EA0060H","message","Hello! My name is Hugh and I'm a Research Ecologist at the British Trust for Ornithology. I work mainly on urban birds and more generally with demographic bird data primarily from the BTO bird ring scheme. I've used capture-recapture and mark-recovery models a bit before and have recently worked with Bayesian statistics on some IPMs but want to increase my understanding as I've largely had to teach myself so far so I'm looking forward to this!",NA,NA,NA,NA,NA,"introductions"
"527",NA,"1621185910.107400","U0221UEL8RZ","message","Hi everyone, it is a great pleasure to be able to participate at this workshop. I'm Tilen, based on Slovenia. I work primarily on marine mammals (and a little bit on sea turtles), focusing particularly on population ecology, social structure, behaviour and conservation of coastal dolphins. I run a small non-profit NGO based on Slovenia (<http://www.morigenos.org/en/|www.morigenos.org/en/>) and I am currently in the last stretches of my PhD at the University of St Andrews in Scotland. I have used a bit of capture-recapture for estimating the abundance of whales and dolphins (MARK, CAPTURE), but a newby in Bayesian statistics. I am interested in capture-recapture generally, but especially in cases where spatial heterogeneity and/or social structure aspects may play a role. Many thanks to the organisers for putting this workshop together and giving us a chance to learn!",NA,NA,NA,NA,NA,"introductions"
"528",NA,"1621188317.107900","U022RH7HAN4","message","Hello! I’m Nathan Pacoureau, postdoc at Simon Fraser University, Canada, where I work on the time-series and trend analysis component of the Global Shark Trend Project and collaborating with the IUCN Shark Specialist Group for the Red List assessment of all sharks and rays. The core of my work relies on population dynamic and matrix modeling in JAGS and mark-recapture analysis mostly in E-Surge.
I am looking forward to learning new tools and new ways of analysing CMR data. A big thanks to the organizers!",NA,NA,NA,NA,NA,"introductions"
"529",NA,"1621191865.121700","U021YMTAPE1","message","Hi, I'm Urša and I'm a PhD student at University of Ljubljana, Slovenia. My work is mainly focused on camera trapping and lynx as I want to understand the effects of Dinaric-SE Alpine lynx population reinforcement (being undertaken within LIFE Lynx project). Though I will mostly use SCR for lynx, I would like to learn about using Bayesian stats for other demographic topics - I am very curious about how can all these thousands of photos of other species be used for understanding more about mammalian community. A big thanks for organizing this workshop and welcoming everyone interested! :clap:",NA,NA,NA,NA,NA,"introductions"
"530",NA,"1621193516.124500","U0227VC8A76","message","Hi all, my name is Andreu Rotger, postdoc at IMEDEA (a research centre in Mallorca, Spain). I'm a quantitative ecologist studying animal populations, specially reptiles and seabird on islands. I have experience in population dynamics (abundance, growth) and vital rates (survival, fecundity) using statistical modelling of individual-based data, but always in a frequentist framework. I started getting interested in Bayesian statistics last year particularly in capture-recapture models (CJS models) and Integrated population models because I think Bayesian framework can provide me the tools I need (include continuous covariates, estimate hidden parameters like fecundity…) to answer some ecological and evolutionary questions.",NA,NA,NA,NA,NA,"introductions"
"531",NA,"1621195050.127900","U0221RCAX18","message","Hi, my name is Priscila. I'm a postdoc at UENF (an university in Brazil). I had previous experience with capture-recapture analysis in program MARK (CJS models, Pradel models), by estimating survival and population size for turtle species. Nowadays, I have been working on estimates for primate and sloth species in Brazil. I hope to learn a new tool in this workshop.",NA,NA,NA,NA,NA,"introductions"
"532",NA,"1621199050.133700","U01UNUU4Y14","message","Hi everyone, I'm Megan! I am a PhD student at both Université de Montpellier (France) and Université du Québec à Montréal (Canada), but will be tuning in from Nova Scotia, Canada. I am working with the Montpellier urban tit system and am hoping to apply CMR to estimate survival in the city. I'm new to this type of modelling, so am excited for lots of learning tomorrow! :nerd_face::coffee:",NA,NA,NA,NA,NA,"introductions"
"533",NA,"1621205059.134500","U022EGWE00Z","message","Hi Ana :slightly_smiling_face: Great to see the big cat researcher here.",NA,NA,NA,"1620928018.073400","U0227J5DB97","introductions"
"534",NA,"1621205761.140400","U022EGWE00Z","message","Hello everyone! My name is Dina Matiukhina. I'm an Amur tiger and Amur leopard biologist from Russia. My primary focus is on population biology of the two endangered felids and their interspecific interaction. I finished my Master's at SUNY ESF this year but still learning. Truly appreciate the chance to learn the Bayesian approach to model population parameters.",NA,NA,NA,NA,NA,"introductions"
"535",NA,"1621206461.144900","U01UXJ46T6W","message","Hello, my name is Carlos, I am a young jaguar biologist and ecologist; and I am currently working on my BSc. thesis arcticle about differential and sex-specific jaguar habitat-use and detection probabilities (employing Occupancy models) in the Selva Maya of Guatemala. This year was my first experience in teaching Hierarchical models (Occupancy) at San Carlos University of Guatemala, and I am very excited in attending this workshop for improving my ecology classes and future projects. Cheers!",NA,NA,NA,NA,NA,"introductions"
"536",NA,"1621212786.159600","U022RRJ8KLY","message","Hi, I'm Chloé! I am a DVM and PhD candidate at the University of Manitoba, Canada. I've worked on quite a few species (including Jaguar, meerkat and lesser Antillean iguana), but for my thesis I am studying a red fox population that has settled and reproduces on the coastal tundra of the Western Hudson Bay. I'm mostly focus on their spatial ecology, diet and interactions with the endemic Arctic fox. I'm looking forward to learn about Bayesian Mark-Recapture, as during a previous position, I came to do quite a lot of CMR (field) and got into learning about MR modelling (with a lot of help from Aurélien Besnard!). So, I'm grateful for every opportunity I get, to know more about MR modelling!",NA,NA,NA,NA,NA,"introductions"
"537",NA,"1621212828.159800","U022EL2S7BK","message","Hi! I'm Bec. I'm a final year PhD student with the Quantitative and Applied Ecology Group at the University of Melbourne. I'm working with multiple conservation groups to refine monitoring and modelling methods, largely in threatened mammal conservation and introduced predator management. Being on the other side of the world I might have to mostly tune in to recordings :yawning_face: :kangaroo:",NA,NA,NA,NA,NA,"introductions"
"538",NA,"1621214647.163100","U02229UAPDZ","message","Hello everyone! My name is Carlos Patron-Rivero. I’m a Mexican MSc student and member of the ECOLGEO group and the Conservation biology lab at the UNAM (National Autonomous University of Mexico). I’m working with Sea Snakes in a global scale to recognize their response against several ecological hypothesis. This through big amount of online global data to generate ecological models. Finally, I’m pursuing this course to learn and because I consider this course as an opportunity to to learn new and frontier techniques that I could apply for better comprehension in ecology projects and papers.",NA,NA,NA,NA,NA,"introductions"
"539",NA,"1621214990.163300","U021YR36YJZ","message","Hi, I'm Quentin! I recently graduated from a master's degree in marine sciences from Sorbonne University and I would like to acquire knowledge and skills in Bayesian capture-recapture inference in order to to flesh out my application for a PhD.",NA,NA,NA,NA,NA,"introductions"
"540",NA,"1621230422.164200","U021MMYD97H","message","Hi everyone, my name is Mathieu. It's been a long time now my school days are over, but I'm still interested in learning more about the field, with the hope of doing something more concrete with it one of these days.  Thanks to the great organisers for offering this opportunity.",NA,NA,NA,NA,NA,"introductions"
"541",NA,"1621231880.170600","U0222GSBGP4","message","Hi everyone, I’m Burcu. I am an associated professor at the University of the Canakkale Onsekiz Mart in Turkey. I’m studying epidemiologic models for invasive species based on bayesian approach. Thanks you to the organizers of this workshop and all those contributing.",NA,NA,NA,NA,NA,"introductions"
"542",NA,"1621232477.180900","U021KUK5D40","message","Hi, I am Teresa Militão and, in a few months, I will be at the Seabird Ecology lab (University of Barcelona) contracted as a postdoc for 1-year. During that period, I am planning to work with capture-recapture data of Cabo Verde seabird species for conservation purposes, more specifically I aim to determine basic demographic parameters of different species and related them with the main on-land threats these species are exposed to with the ultimate goal of helping update the conservation status of some of the Cabo Verde seabird species. Thank you so much for organizing this workshop and make it available to everyone!",NA,NA,NA,NA,NA,"introductions"
"543",NA,"1621232816.188700","U0205U97A64","message","Hi all! I'm Rita, a final year PhD student from the University of Porto (Portugal). I am currently based at CEFE (Montpellier) working with long-term data of sociable weavers, a cooperatively breeding bird endemic to Southern Africa (they are really cool birds! if you google them, make sure to check out their huge nests!). We study the fitness benefits and costs of their highly social lifestyle and I'm here to learn capt-recapt analyses because I want to test how cooperation interacts with reproductive investment and offspring survival in this species. Really looking forward! Many thanks to the organisers! If you're curious about my work I'm happy to chat and you can also find me on twitter @ritaafortuna :smile:",NA,NA,NA,NA,NA,"introductions"
"544",NA,"1621232827.189200","U0222Q6JTS7","message","Hi, I'm Anne Loison, a senior researcher in the Alpine Ecology Lab. I've used CMR before but never ""bayesian cmr) so I see this course (many thanks to the organiser) as an opportunity to learn about it. Looking forward to this 2 days.",NA,NA,NA,NA,NA,"introductions"
"545",NA,"1621233008.193600","U021MQQ6JMD","message","Hi everyone, My name is Andrea. I am a job-hunting ecologist aspiring to work in conservation. Always interested in learning news skills and looking very much forward to the workshop!",NA,NA,NA,NA,NA,"introductions"
"546",NA,"1621233054.195500","U021VPQ5AMC","message","Hi everyone, I'm Filippo from Rome. I got my PhD in October at the University of Tromsø (Norway) and I am now working as a research collaborator for the Norwegian Polar Institute. I study impacts of climate and environmental changes on population dynamics of arctic species of management concern, especially the Svalbard ptarmigan and the Lesser White-fronted Goose. I have been using a Bayesian approach for hierarchical distance sampling models and count-based models, but I've never worked with CMR. Also, I've been a JAGS user, but I don't know much about Nimble. Eager to get started :slightly_smiling_face:",NA,NA,NA,NA,NA,"introductions"
"547",NA,"1621233167.197000","U022SC3R3UY","message","Hi! :wave::skin-tone-3:
I’m Vincent Gardet, a French policy officier, currently in the Groupe Tétras Jura association. I look forward to these online lessons (that I will follow after work with the recorded videos) to develop my statistical skills and see one more possibility available thanks to R!
Have a great day everyone!",NA,NA,NA,NA,NA,"introductions"
"548",NA,"1621233889.199000","U021V4EBQR4","message","Hello everyone, I am Sunbin HUANG, a PhD student at Muséum National d'Histoire Naturelle (MNHN, Paris), and I am working on the diversity, phylogeny and ecology of cave beetles. I think this course will be of great help for the ecological part of my research. Thank you so much for the contribution and enjoy the workshop.",NA,NA,NA,NA,NA,"introductions"
"549",NA,"1621234175.205600","U021JAGFEM8","message","Hi everyone, I'm Patrizia from Avignon. I'm a PhD student at INRAE and I'm working on the relationship among agricultural landscape heterogeneity and prey-predator dynamics for biological control. I hope to learn more about Bayesian approach and improve my skills with R for future projects. Many thanks for this workshop! Waiting for it !  Have a good day :-)",NA,NA,NA,NA,NA,"introductions"
"550",NA,"1621234206.206100","U022SDPT3LY","message","Hello Everybody ! I am Etienne Rouby a PhD student based at the Observatoire Pelagis in La Rochelle, France. I work on common dolphin population dynamics with a focus on the impact of Bycatch on this specie in French waters. I like megafauna population studies and i think that CMR analyses will be a part of my job as a scientific latter. Glad to see you in Slack ! have a good day",NA,NA,NA,NA,NA,"introductions"
"551",NA,"1621234502.211900","U022SE3F7KJ","message","Hola! I'm Ana Payo Payo reseach fellow at University of Aberdeen (Scotland) working on (mostly marine) top predators popultion dynamics. Thanks so much for organizing this workshop!",NA,NA,NA,NA,NA,"introductions"
"552",NA,"1621234606.214900","U021MSHLUT1","message","Hello everyone, I am Fabiola Iannarilli, currently a postdoc at the Yale Center for Biodiversity and Global Change in Connecticut, US. I work on defining species distribution and occurrence from camera-trap data. Very excited about this workshop! Thank you for organizing it!",NA,NA,NA,NA,NA,"introductions"
"553",NA,"1621234690.218300","U021K37JWHM","message","Hello everyone! I’m Sylvain, wildlife biologist, working on animal monitoring and conservation, I’ve worked with lynx in France using classic CMR and SCR. I’m now in Canada, looking for new adventures. I’m looking forward to this workshop as part of my professional (and personal) development, and to put myself in yet another challenging position! hopefully I’ll managed to deal with both the theories and codes, and the time zone difference :wink:. Thanks to the organizers!",NA,NA,NA,NA,NA,"introductions"
"554",NA,"1621234752.219400","U021ZHS9821","message","Good morning! I am a freelancing wildlife ecologist located in Austria. My target species are mainly wild ungulates and wild boar and their ecological impacts. My spare time is spent on SCR analysis of lynx across europe.",NA,NA,NA,NA,NA,"introductions"
"555",NA,"1621234930.227800","U021ZH38E6R","message","Hello everyone ! I'm Jessica, future PhD student in France. I will work on wild boar population dynamic.",NA,NA,NA,NA,NA,"introductions"
"556",NA,"1621235007.232800","U022F8ZNV41","message","Hello everyone! I'm Anthony Sévêque, a final year PhD candidate at Nottingham Trent University (UK), where I investigate the impacts of human disturbance on niche partitioning among carnivores (soon to be defended!). My interest is quite broad, mostly mammals and megafauna communities. Thanks again for the workshop to Olivier, who has been my number one Bayesian teacher during my PhD!",NA,NA,NA,NA,NA,"introductions"
"557",NA,"1621235013.233300","U021ZHPD7EH","message","Hi everyone! I'm Léa Bariod, a PhD student at VetAgro Sup, and also at Office Français de la Biodiversité and Laboratoire de Biométrie et Biologie Evolutive (LBBE, Lyon). I am working on the relationship among environment, roe deer and its parasites. With this Workshop, I hope to learn more about Bayesian approach and improve my skills in R for my thesis and others future projects. Thank you so much for organizing this workshop! Have a great day!",NA,NA,NA,NA,NA,"introductions"
"558",NA,"1621235048.235500","U021VSPGLSJ","message","Hello everyone! I am Morgane. I am a wildlife ecologist. I am doing my PhD in Berlin Leibniz-Institute for Zoo and Wildlife research on early-life effects in spotted hyenas in the Serengeti National Park, Tanzania. I would like to develop my modeling skills. Thank you for organising this workshop :slightly_smiling_face:",NA,NA,NA,NA,NA,"introductions"
"559",NA,"1621235072.236700","U0222LD8JCA","message","Morning! I'm Ailidh Barnes and I work for the BTO, and recently finished my PhD. I used ProgramMARK and RMArk a long time ago in my undergrad so I hope I can keep up!",NA,NA,NA,NA,NA,"introductions"
"560",NA,"1621235133.238800","U022F8YTATB","message","Good morning! I am working at the Institute of Wildlife Biology and Game Management at BOKU (Austria). My research focuses on small mammals in forest ecosystems and I am interested in hierarchical modeling (currently using JAGS). Looking forward to dive into IPMs in the near future. Thanks for organizing the workshop!",NA,NA,NA,NA,NA,"introductions"
"561",NA,"1621235228.240300","U021ZJC52QM","message","Hello everyone ! I'm Yakov, bachelor 3 student. I am now doing an internship where I'm working on southern elephant seal foraging habitat at the Centre d'études Biologique de Chizé (CEBC), but I am also very much interested in ungulate population dynamics for the future of my studies ! Thanks a lot for organising this workshop !",NA,NA,NA,NA,NA,"introductions"
"562",NA,"1621235335.241800","U0218E0HVPC","message","Good morning! I'm Marie Nevoux, a resercher at INRAE (Rennes), working on population dynamics of migratory salmon. I'm working on the evolution of life history traits, migration decision, individual growth and age at maturation. Thanks a lot for this workshop :blush:",NA,NA,NA,NA,NA,"introductions"
"563",NA,"1621235497.244100","U021VSHD9QE","message","Good morning, I am Tara working as a post-doc at the University of Reading, UK.  My PhD was on leopard ecology and conservation in South Africa. Now I am working on domestic cats in the UK. Very much looking forward to this workshop!",NA,NA,NA,NA,NA,"introductions"
"564",NA,"1621235617.248200","U0228RFP1V2","message","Good morning everyone! I'm Colin Bouchard, a post-doc at INRAE and the University of Pau and Pays de l'Adour. I'm currently working on the breeding behavior of lampreys! Thanks a lot, Olivier and others, for this workshop! I hope the glass of wine would be later this year :smiley: I usually use Stan and Jags for my models :slightly_smiling_face:",NA,NA,NA,NA,NA,"introductions"
"565",NA,"1621235654.249600","U020421P0P2","message","Good morning everyone, I'ù Sandrine and I'm a first year PhD student. I work on porbeagle shark and I'm really happy to get some tips for parametrization of HMM. Thanks the team for this opportunity!",NA,NA,NA,NA,NA,"introductions"
"566",NA,"1621235700.250300","U022FA345J5","message","Hi I am Daniel  and I am a tuna fishery scientist at IRD. I work mainly on tropical tunas in the Atlantic and Indian oceans (tagging data, Catch rate standardization, etc).",NA,NA,NA,NA,NA,"introductions"
"567",NA,"1621235930.254900","U022RJ7UJ8Y","message","Good Morning, I am senior researcher at IZW Berlin and curious of learning about RNimble. Biggest thanks to the organizers, it is great you make this possible to ateend for everyone, highly appreciated!",NA,NA,NA,NA,NA,"introductions"
"568",NA,"1621236182.260200","U0222S24M0B","message","Hi from the Basque Country. Here another enthusiast on Bayesian stastistics working in Movement ecology and Quantitative ecology on his last year of PhD.",NA,NA,NA,NA,NA,"introductions"
"569",NA,"1621236348.263500","U022F9DU4AD","message","Hello, I'm a PhD student at the Centre for Nature-based Climate Solutions at the National University of Singapore. I work on disease ecology between dogs and wildlife in Nepal Himalaya, and marine pathogens in urban coastal areas.",NA,NA,NA,NA,NA,"introductions"
"570",NA,"1621236465.265700","U0222V0ABQT","message","Morning, I'm Pablo Palencia, PhD student working with cameratraps, densities, abundances.... Some experience in unmarked populations, and newbie in SCR. Thanks a lot for the woorkshop :slightly_smiling_face:",NA,NA,NA,NA,NA,"introductions"
"571",NA,"1621236698.268400","U021VU5QUBG","message","Morning! I am a biologist working at Fisheries and Oceans Canada. I'll soon start to play with capture-recapture data of snow crabs from a projet started 3 years ago. The goal is to integrate this data in an IPM for the snow crab in some fishing areas here in Quebec. I am new to MCMC inference, capture data analysis and I'm curious to learn more about Nimble too. Thanks for this amazing opportunity :D",NA,NA,NA,NA,NA,"introductions"
"572",NA,"1621236742.269200","U0222TAQ4NP","message","Hello, I am a teaching assistant in Metz, I work on ecotoxicological modelling (with an emphasis on ecology) and try to transition to full modelling in ecology.",NA,NA,NA,NA,NA,"introductions"
"573",NA,"1621236859.270800","U0228U7RE5A","message","Hi! I'm Facundo Muñoz. Biostatistician at <https://umr-astre.cirad.fr/|UMR Astre>, Cirad, Montpellier. Working mostly on animal epidemiology. I have not used capture-recapture models. But generally interested in HMM.",NA,NA,NA,NA,NA,"introductions"
"574",NA,"1621237089.271300","U0222LE4N5Q","message","Hello everyone ! I am a researcher at Wildlife Institute of India. For my Ph.D. research, I am trying to understand the role of climatic factors, species competition, and resources in shaping the distribution range of snow leopard and co-occurring species in the Upper Bhagirathi basin, Western Himalaya, India. Thanks to the organizers for the workshop and I'm looking forward to learning with everyone!:)",NA,NA,NA,NA,NA,"introductions"
"575",NA,"1621239366.273900","U021MTZRY4X","message","Hi everyone, I am a senior biologist at Fisheries and Oceans Canada and I work on different CMR and telemetry projects. Thanks to the organizers for offering the opportunity to discover new tools!",NA,NA,NA,NA,NA,"introductions"
"576",NA,"1621241163.279200","U021W7G8Y14","message","Hi. My name is Stephen Gregory and I'm a fisheries scientist working for a research charity in southern England on salmon population dynamics under environmental change. I am a regular jags and stan user and I've played with nimble as a faster alternative to jags and a more flexible alternative to stan. I can't wait to learn more and become a regular nimble user... Thanks organisers!",NA,NA,NA,NA,NA,"introductions"
"577",NA,"1621243342.285700","U022329LNQK","message","Hi all! I am PhD student at Animal Ecology group here at University of Ljubljana. We mostly work on large carnivores, whereas predatory soil invertebrates are also in the mix! I have heard of and even used Bayesian statistics but haven't had a thorough overview of the methodology yet. This course seems like a great opportunity for that matter. Cheers!",NA,NA,NA,NA,NA,"introductions"
"578",NA,"1621243577.289400","U021VQ6LEP8","message","Good day to everyone. I am Shu Zhan Lai from Malaysia. I have no experience on recapture model. I did my MSc in Livestock Science. My previous dissertation is on monitoring animal behavior using tri-axial accelerometer. The reason to attend the workshop is to explore the possibility to use the Bayesian models in livestock  behavior projects for my future PhD proposal. Kudos to the organizers to set up this workshop FREE for everyone.",NA,NA,NA,NA,NA,"introductions"
"579",NA,"1621243952.291800","U021GG5HHMH","message","Hello folks, my name is Tiago Marques, have worked a lot with different animal abundance estimation methods, focusing on distance sampling and recently on passive acoustic density estimation, l and I just decided to learn a bit more about CR methods from a team that really knows about them. It's great to be back at school for a couple of days! :smiley:",NA,NA,NA,NA,NA,"introductions"
"580",NA,"1621248654.296400","U0223HSRYBD","message","Hi all! Sorry for being so late, my name is Valentina La Morgia, I am a researcher at the Italian Institute for Environmental Protection and Research. I am mainly interested in demographic models for mammals (ungulates, wolves, bears, but I work on small mammals too!) - unfortunately I could not join you this morning but I hope to catch up in some way. Thanks a lot for this opportunity!",NA,NA,NA,NA,NA,"introductions"
"581",NA,"1621249817.301400","U021VT85ZEJ","message","Hi all! I'm a Ph.D. student at Nottingham Trent University (UK), where my main focus is population dynamics of small and medium mammals. I've previously worked with classic CMR and SCR and am looking forward to using more sophisticated methods, particularly looking at survival estimation! I'm really enjoying the workshop so far!",NA,NA,NA,NA,NA,"introductions"
"582",NA,"1621250041.303900","U0222M1S8SE","message","Hi everyone! My name is Steph Harris, I’m a postdoc at the Cornell Lab of Ornithology and I started using CR methods and Bayesian stats when I started my postdoc last summer. Thanks a lot to the organisers for this workshop, it’s my first introduction to Nimble and enjoying it so far!",NA,NA,NA,NA,NA,"introductions"
"583",NA,"1621252269.306400","U022EG3UKDX","message","Hello everyone! My name is Hervé Rogissart, I am a recent MSc. graduate from the University of Montpellier (France). I am an aquatic ecologist, I am interested in acquiring new skills in CR analysis mainly on fish population. Thank you very much for organizing this workshop :grinning: !",NA,NA,NA,NA,NA,"introductions"
"584",NA,"1621260820.309400","U02213RPGS1","message","Hi all, I'm an associate professor at Montana State University, where I and my students work on questions related to population and community ecology.  We work on diverse species and questions that often provide information to federal and state agencies for management and conservation.  Thanks so much for making this workshop accessible!",NA,NA,NA,NA,NA,"introductions"
"585",NA,"1621265887.315600","U022H6VT3K3","message","Hello!  Thank you so much for hosting this workshop!  I will be viewing the videos as I am California.  I am a PhD student in Brice Semmens' lab at Scripps Institution of Oceanography, UC San Diego.  One of my dissertation chapters employs a multistate mark-recapture model using historical tagging data of Barred Sand Bass that spans different oceanographic periods and fishing intensities.  I have built up on the model in chapter 9.5 of Kery and Schaub's BPA text to incorporate tag loss and angler resightings using 5 states and 4 observation types.  I am most interested in how to convert this over to Nimble and learn any new tricks!",NA,NA,NA,NA,NA,"introductions"
"586",NA,"1621278080.320100","U021YP3LZ38","message","Hello everyone! My name is Julie Jenkins, I am a wildlife biologist with the US Forest Service and will be watching the videos from Corvallis Oregon USA. I work primarily with the Northern Spotted Owl (S_trix occidentallis occidentallis)_ monitoring program and I also with a lot of camera trap and acoustic recorder data. Thank you for making this workshop accessible!",NA,NA,NA,NA,NA,"introductions"
"587",NA,"1621286790.323400","U02269DF683","message","Hello everyone! I'm Gabby Palomo. I am in my last year as a PhD student at University of Nebraska Lincoln (US) and I'm originally from Guatemala. I work with carnivores and my dissertation is on ocelots, jaguars, and pumas in the Maya Biosphere Reserve in Guatemala. I have projects with other species too, and I'm very excited to learn from all of you. I mainly work with occupancy and SCR models, but I'm interested in Hierarchical models all around. Thank you Olivier, Chloé, Maud, Perry, Sarah for putting together this workshop!!",NA,NA,NA,NA,NA,"introductions"
"588",NA,"1621288474.327200","U022HQ6LSC9","message","Hi everyone, I am an assistant professor at George Mason University in Fairfax, VA USA (near Washington DC). I’m an urban ecologist with a strong focus on wildlife. Hoping to refresh myself on Bayes and MRC, learn how to use Nimble, and generally learn new tricks and tips from folks far smarter than me! ",NA,NA,NA,NA,NA,"introductions"
"589",NA,"1621295728.004100","U0223BFL8AH","message","Hi all, I am currently a postdoc at the University of Alberta but in a couple of weeks I am heading off to do another postdoc at Patuxent with USGS. My work focuses on modeling population demography primarily for species of conservation concern (e.g., spectacled eiders, polar bears) and decision analysis for informing conservation and harvest management decisions. I have built many CMR models and IPMs in JAGs but I am looking forward to learning some new tricks. Specifically, I want to become more proficient in Nimble and dive a little deeper into CMR models. Thanks to the hosts for putting this together and making it accessible for folks all around the world!",NA,NA,NA,NA,NA,"introductions"
"590",NA,"1621301455.004900","U022EL2S7BK","message","Moss was studying with us yesterday, his brother Fen thinks he knows it all already.",NA,NA,NA,NA,NA,"introductions"
"591",NA,"1621341223.008200","U022594LACD","message","Hello!! nice to see a lot of people in such a nice workshop!! I am Gisela Giardino, researcher form Argentina focused in marine mammals, mark recpature and bioacustic. I also teach at Mar del Plata University. Big Hug and nice week! :)",NA,NA,NA,NA,NA,"introductions"
"592",NA,"1621345013.010800","U022TBQHXSL","message","Hi everyone, I’m a statistician at NOAA Fisheries and most of my work on capture-recapture has been in JAGS or with maximum likelihood. Looking to level up with Nimble to avoid slow runtimes with latent state chaos!",NA,NA,NA,NA,NA,"introductions"
"593",NA,"1621161912.009200","U01ULDNCVKP","message","<@U01ULDNCVKP> has renamed the channel from “questions-hmm-capture-recapture” to “questions-3-hmm-capture-recapture”",NA,NA,NA,NA,NA,"questions-4-hmm-capture-recapture"
"594",NA,"1621161920.009300","U01ULDNCVKP","message","<@U01ULDNCVKP> set the channel description: Questions for class/worksheet on ""What you see is not what you get: Hidden Markov models and capture-recapture data"".",NA,NA,NA,NA,NA,"questions-4-hmm-capture-recapture"
